Property_ID,SquareFootage,Bedrooms,Bathrooms,YearBuilt,HouseAge,Neighborhood,GarageCars,LotArea,DistanceToCityCenter,Price
PROP-10899,1569.0,4,2.5,2007,17,Metro East,2.0,,15.5,398100.0
PROP-10900,2340.0,2,3.5,2013,11,Suburban North,1.0,10188.0,14.4,519900.0
PROP-10901,1844.0,3,1.0,2009,15,Suburban North,2.0,10118.0,16.6,450600.0
PROP-10902,2119.0,1,3.0,1980,44,Suburban North,1.0,9659.0,4.7,430100.0
PROP-10903,2931.0,3,2.0,1981,43,Downtown,1.0,7461.0,16.5,594000.0
PROP-10904,2224.0,4,2.0,1980,44,Suburban North,1.0,2000.0,5.4,497400.0
PROP-10905,2130.0,3,2.0,2003,21,Downtown,1.0,5896.0,19.0,502600.0
PROP-10906,1216.0,3,1.0,2009,15,Suburban North,3.0,5935.0,9.1,356100.0
PROP-10907,2585.0,3,1.0,1989,35,Suburban North,1.0,5054.0,18.0,474000.0
PROP-10908,2520.0,1,2.5,1998,26,Lakeside,1.0,7806.0,2.1,576000.0
PROP-10909,3506.0,3,2.0,1979,45,Lakeside,1.0,6453.0,10.8,738300.0
PROP-10910,1900.0,3,3.0,1983,41,Downtown,1.0,5438.0,17.9,468700.0
PROP-10911,2242.0,5,2.0,1982,42,Suburban North,2.0,4853.0,6.4,522400.0
PROP-10912,2262.0,4,1.5,1966,58,Suburban North,3.0,5711.0,20.1,475900.0
PROP-10913,3125.0,1,2.5,1968,56,Downtown,1.0,10304.0,16.1,591300.0
PROP-10914,2038.0,4,2.0,1960,64,Lakeside,,5847.0,15.1,526600.0
PROP-10915,2281.0,4,2.0,1985,39,West Hills,2.0,6213.0,9.5,540800.0
PROP-10916,2495.0,4,2.5,1997,27,Downtown,1.0,6358.0,12.6,620700.0
PROP-10917,2221.0,3,3.0,1997,27,Suburban North,2.0,8347.0,15.3,485200.0
PROP-10918,1810.0,3,2.5,2013,11,Downtown,2.0,8641.0,12.3,510800.0
PROP-10919,2226.0,3,2.5,2020,4,West Hills,,2000.0,17.8,499400.0
PROP-10920,2798.0,2,2.5,2003,21,Downtown,2.0,10054.0,11.4,626400.0
PROP-10921,1433.0,2,3.5,1981,43,Metro East,1.0,11091.0,5.9,378100.0
PROP-10922,2186.0,2,2.0,2003,21,Lakeside,3.0,4875.0,6.1,526900.0
PROP-10923,1645.0,3,1.0,1969,55,Suburban North,2.0,5069.0,1.1,383700.0
PROP-10924,2877.0,4,2.0,2014,10,West Hills,2.0,6374.0,8.2,629400.0
PROP-10925,1110.0,3,1.5,2021,3,Metro East,2.0,5610.0,19.0,288400.0
PROP-10926,1737.0,2,2.5,2017,7,West Hills,1.0,8060.0,20.1,432700.0
PROP-10927,2345.0,5,2.5,1965,59,Downtown,3.0,2634.0,5.9,606900.0
PROP-10928,3118.0,5,2.0,1976,48,Suburban North,2.0,4705.0,24.0,604500.0
PROP-10929,2057.0,4,1.0,2010,14,Lakeside,0.0,11348.0,13.1,510900.0
PROP-10930,1739.0,6,2.5,2009,15,West Hills,1.0,5179.0,23.0,464300.0
PROP-10931,3323.0,3,2.0,1997,27,West Hills,2.0,10609.0,18.0,668100.0
PROP-10932,1159.0,5,2.5,1983,41,Lakeside,0.0,8388.0,18.3,366400.0
PROP-10933,671.0,2,2.0,2010,14,Lakeside,0.0,2977.0,3.0,327300.0
PROP-10934,2386.0,3,2.0,1969,55,Metro East,2.0,9088.0,6.3,493600.0
PROP-10935,1774.0,2,1.5,2015,9,Downtown,1.0,7206.0,1.2,472000.0
PROP-10936,1436.0,2,1.0,1967,57,Suburban North,1.0,6361.0,18.2,284500.0
PROP-10937,2560.0,2,3.0,1980,44,West Hills,1.0,8112.0,9.3,541300.0
PROP-10938,2258.0,3,3.0,2015,9,Lakeside,1.0,8687.0,19.9,559500.0
PROP-10939,1733.0,4,2.5,1965,59,West Hills,2.0,9269.0,9.1,425100.0
PROP-10940,1268.0,3,1.5,1980,44,Downtown,2.0,10446.0,20.7,334700.0
PROP-10941,2667.0,2,2.0,2016,8,Lakeside,1.0,8520.0,4.1,609500.0
PROP-10942,2523.0,4,2.5,2021,3,West Hills,1.0,4061.0,5.2,598800.0
PROP-10943,2036.0,3,2.5,1998,26,Downtown,,6316.0,9.2,510100.0
PROP-10944,3300.0,3,1.5,1983,41,Suburban North,0.0,14858.0,10.8,591400.0
PROP-10945,1404.0,3,1.0,1992,32,Downtown,1.0,9311.0,9.4,372900.0
PROP-10946,1108.0,3,2.5,2018,6,Suburban North,0.0,13423.0,19.3,307400.0
PROP-10947,1650.0,3,2.0,1977,47,Downtown,2.0,,3.3,453100.0
PROP-10948,2070.0,5,2.0,2015,9,Suburban North,2.0,8105.0,9.4,549600.0
PROP-10949,2258.0,3,1.0,1987,37,Suburban North,2.0,8254.0,21.1,474800.0
PROP-10950,1943.0,3,2.0,2016,8,West Hills,2.0,7409.0,2.6,522700.0
PROP-10951,2329.0,4,3.0,2011,13,West Hills,2.0,3155.0,23.6,565600.0
PROP-10952,1286.0,4,3.5,1991,33,Lakeside,2.0,7545.0,24.7,414600.0
PROP-10953,3038.0,2,2.0,1971,53,Downtown,2.0,10527.0,3.1,622100.0
PROP-10954,2047.0,2,2.0,2007,17,Downtown,0.0,6001.0,8.0,459600.0
PROP-10955,2826.0,1,1.0,2001,23,Lakeside,2.0,8530.0,9.9,631800.0
PROP-10956,2323.0,3,2.0,1986,38,Downtown,2.0,9629.0,19.6,522100.0
PROP-10957,2397.0,3,2.0,1969,55,Metro East,2.0,5226.0,15.3,446500.0
PROP-10958,2470.0,2,2.5,2005,19,Lakeside,1.0,6372.0,16.5,561000.0
PROP-10959,2391.0,5,2.0,2016,8,Suburban North,1.0,4955.0,19.2,517100.0
PROP-10960,2518.0,3,1.5,2011,13,Metro East,2.0,5445.0,3.8,530700.0
PROP-10961,2964.0,2,1.0,2001,23,Downtown,2.0,4281.0,21.0,599700.0
PROP-10962,2228.0,3,2.0,1991,33,Suburban North,2.0,5249.0,17.9,459300.0
PROP-10963,2561.0,3,1.0,2001,23,West Hills,1.0,11049.0,14.9,545700.0
PROP-10964,2042.0,2,1.5,1985,39,Suburban North,2.0,5211.0,22.4,402200.0
PROP-10965,3036.0,3,4.0,1984,40,Metro East,2.0,,17.8,603200.0
PROP-10966,1660.0,4,2.0,1970,54,Downtown,2.0,6243.0,5.8,471000.0
PROP-10967,3271.0,3,2.0,1982,42,Suburban North,2.0,10447.0,11.3,626100.0
PROP-10968,2074.0,3,3.0,1993,31,West Hills,2.0,10778.0,12.9,501500.0
PROP-10969,1170.0,3,4.0,2016,8,West Hills,2.0,9660.0,2.3,442100.0
PROP-10970,2183.0,1,2.0,2011,13,Suburban North,2.0,8265.0,23.9,433000.0
PROP-10971,1657.0,2,3.0,1999,25,Suburban North,3.0,6922.0,4.1,437000.0
PROP-10972,2646.0,3,2.0,2021,3,Lakeside,0.0,4520.0,17.7,598800.0
PROP-10973,1676.0,2,2.0,1982,42,Downtown,0.0,12359.0,13.1,444900.0
PROP-10974,1810.0,1,2.0,1988,36,Lakeside,3.0,5601.0,1.6,507300.0
PROP-10975,872.0,4,2.5,1990,34,West Hills,2.0,9159.0,23.2,327100.0
PROP-10976,1806.0,6,2.5,2023,1,Lakeside,2.0,10149.0,21.4,554400.0
PROP-10977,600.0,4,2.0,1966,58,West Hills,2.0,6112.0,13.6,248800.0
PROP-10978,1070.0,4,1.5,1999,25,Downtown,0.0,10095.0,6.5,358400.0
PROP-10979,2594.0,2,2.5,1992,32,West Hills,2.0,9411.0,3.9,579100.0
PROP-10980,2611.0,5,1.5,1980,44,Lakeside,2.0,11820.0,9.7,632000.0
PROP-10981,2377.0,2,2.0,1961,63,Suburban North,1.0,6327.0,7.1,471600.0
PROP-10982,1471.0,5,2.5,1977,47,Metro East,1.0,4285.0,13.2,368500.0
PROP-10983,2069.0,6,2.5,2006,18,Suburban North,2.0,6236.0,24.2,491600.0
PROP-10984,2098.0,4,2.5,1992,32,Downtown,0.0,8022.0,14.8,502500.0
PROP-10985,1347.0,6,3.0,1996,28,Suburban North,2.0,7646.0,22.4,377900.0
PROP-10986,3077.0,3,2.0,1993,31,Metro East,1.0,6516.0,16.6,561700.0
PROP-10987,2670.0,3,2.5,1979,45,Suburban North,2.0,2727.0,12.4,571400.0
PROP-10988,1956.0,3,2.5,1994,30,Lakeside,3.0,8676.0,21.5,529100.0
PROP-10989,2117.0,3,1.5,2010,14,Lakeside,2.0,12431.0,12.3,544800.0
PROP-10990,2235.0,2,1.0,2009,15,Suburban North,1.0,8661.0,21.8,472600.0
PROP-10991,773.0,3,2.0,2020,4,Downtown,2.0,9023.0,8.0,324900.0
PROP-10992,1939.0,6,2.0,2013,11,West Hills,1.0,,4.1,503400.0
PROP-10993,1657.0,2,2.5,1977,47,Suburban North,1.0,8493.0,21.5,392000.0
PROP-10994,1449.0,4,3.0,2005,19,Lakeside,3.0,9829.0,15.1,492200.0
PROP-10995,1917.0,5,1.5,2021,3,Suburban North,2.0,8488.0,22.3,456200.0
PROP-10996,3268.0,5,1.5,1983,41,Suburban North,2.0,6718.0,23.5,605900.0
PROP-10997,2517.0,5,3.5,1967,57,Lakeside,1.0,5510.0,2.3,638900.0
PROP-10998,1729.0,3,1.5,2020,4,Suburban North,0.0,,13.0,402300.0
PROP-10999,2472.0,5,2.0,1989,35,Suburban North,0.0,8285.0,10.0,501400.0
PROP-11000,3010.0,4,2.0,2003,21,Suburban North,2.0,6710.0,16.0,610500.0
PROP-11001,2701.0,2,2.0,2012,12,Suburban North,2.0,8286.0,20.0,537700.0
PROP-11002,2139.0,3,1.0,1969,55,Suburban North,2.0,8598.0,7.7,456000.0
PROP-11003,1679.0,4,1.0,1982,42,Lakeside,2.0,9583.0,14.4,439600.0
PROP-11004,2554.0,2,1.5,2011,13,Suburban North,0.0,10707.0,18.0,511900.0
PROP-11005,2356.0,3,2.0,2008,16,Suburban North,1.0,7695.0,4.2,532900.0
PROP-11006,2682.0,3,2.0,1970,54,West Hills,1.0,4231.0,20.5,523900.0
PROP-11007,2513.0,2,1.5,1961,63,Suburban North,1.0,6637.0,15.5,461600.0
PROP-11008,2782.0,3,2.5,2017,7,Suburban North,0.0,7610.0,23.8,540200.0
PROP-11009,1752.0,4,3.0,1985,39,Metro East,3.0,2911.0,9.1,425800.0
PROP-11010,2956.0,3,1.0,1995,29,West Hills,1.0,10972.0,3.6,599000.0
PROP-11011,2228.0,1,2.0,1992,32,West Hills,3.0,7856.0,13.2,496600.0
PROP-11012,3449.0,1,2.5,2006,18,West Hills,1.0,8453.0,3.1,714500.0
PROP-11013,1652.0,3,2.0,1972,52,Downtown,3.0,10914.0,24.3,450600.0
PROP-11014,3228.0,5,2.0,1999,25,West Hills,2.0,5925.0,1.9,720800.0
PROP-11015,2229.0,2,2.5,1984,40,Suburban North,3.0,8935.0,19.1,490200.0
PROP-11016,1677.0,3,3.0,1963,61,Suburban North,0.0,7225.0,13.6,354100.0
PROP-11017,1785.0,2,3.0,2001,23,Suburban North,2.0,,9.8,437900.0
PROP-11018,1892.0,3,2.0,1978,46,Downtown,3.0,5570.0,2.6,522400.0
PROP-11019,2376.0,4,2.5,1977,47,Downtown,1.0,11664.0,15.9,526700.0
PROP-11020,2440.0,4,2.0,1996,28,Metro East,0.0,6561.0,15.0,488900.0
PROP-11021,1727.0,2,2.5,1989,35,Suburban North,1.0,9249.0,7.7,446700.0
PROP-11022,2084.0,3,2.0,1978,46,Suburban North,3.0,2812.0,22.8,467200.0
PROP-11023,3492.0,1,1.5,2017,7,Downtown,2.0,10450.0,8.3,734300.0
PROP-11024,3223.0,3,2.5,1982,42,Downtown,2.0,10131.0,11.8,687400.0
PROP-11025,2384.0,3,2.0,2018,6,West Hills,1.0,7744.0,14.1,551600.0
PROP-11026,2125.0,2,2.0,2013,11,Suburban North,0.0,,3.4,446300.0
PROP-11027,2178.0,3,3.0,1975,49,Suburban North,2.0,8500.0,23.4,482900.0
PROP-11028,2499.0,3,1.0,1960,64,Downtown,0.0,13222.0,10.0,525900.0
PROP-11029,1435.0,5,2.0,1971,53,West Hills,2.0,3092.0,2.9,425800.0
PROP-11030,1933.0,6,1.0,1983,41,Downtown,3.0,9455.0,10.3,548100.0
PROP-11031,1015.0,1,2.5,1993,31,Downtown,1.0,5221.0,15.4,308400.0
PROP-11032,2359.0,4,2.5,2012,12,Suburban North,2.0,7450.0,13.3,535900.0
PROP-11033,2521.0,3,2.0,2016,8,Suburban North,0.0,6880.0,17.7,507000.0
PROP-11034,1786.0,3,2.5,1967,57,Downtown,2.0,6429.0,2.3,459500.0
PROP-11035,3123.0,4,2.0,1977,47,West Hills,1.0,7474.0,7.8,642300.0
PROP-11036,1303.0,5,2.5,2016,8,West Hills,2.0,4665.0,20.7,378600.0
PROP-11037,1148.0,5,2.0,2007,17,Lakeside,1.0,10073.0,2.9,454600.0
PROP-11038,2246.0,3,2.0,1964,60,Suburban North,2.0,3015.0,21.5,450900.0
PROP-11039,2781.0,3,3.5,1985,39,Downtown,2.0,8849.0,3.2,643900.0
PROP-11040,3195.0,4,2.0,1989,35,Suburban North,1.0,6684.0,21.0,591700.0
PROP-11041,1802.0,3,1.5,2013,11,Metro East,2.0,4573.0,9.7,407400.0
PROP-11042,2801.0,3,2.0,1972,52,West Hills,1.0,8006.0,15.7,574600.0
PROP-11043,2075.0,3,3.5,1978,46,West Hills,2.0,3608.0,4.7,527200.0
PROP-11044,1988.0,3,2.0,1988,36,Downtown,1.0,7599.0,2.6,485100.0
PROP-11045,2674.0,2,1.0,1962,62,Suburban North,2.0,3943.0,6.2,493800.0
PROP-11046,2524.0,2,2.0,1985,39,Downtown,1.0,8653.0,4.1,571500.0
PROP-11047,1075.0,5,2.0,1999,25,West Hills,1.0,5189.0,8.5,351000.0
PROP-11048,3060.0,2,1.5,2018,6,Metro East,1.0,6373.0,13.3,566600.0
PROP-11049,2997.0,3,2.5,2017,7,Metro East,2.0,8235.0,15.1,602400.0
PROP-11050,1693.0,2,4.0,2017,7,Suburban North,1.0,5569.0,20.0,424200.0
PROP-11051,2357.0,1,2.0,2022,2,Suburban North,2.0,7355.0,16.7,508200.0
PROP-11052,2421.0,1,2.0,1971,53,Metro East,2.0,3715.0,15.6,423700.0
PROP-11053,2269.0,2,2.0,1961,63,West Hills,1.0,9077.0,10.9,440900.0
PROP-11054,1742.0,4,1.5,1970,54,Downtown,2.0,11912.0,12.4,446300.0
PROP-11055,1663.0,3,3.0,2003,21,Suburban North,0.0,14481.0,10.9,444200.0
PROP-11056,2083.0,5,2.0,1987,37,Downtown,1.0,7728.0,21.2,539000.0
PROP-11057,2862.0,3,2.0,1977,47,Suburban North,2.0,9471.0,6.5,615600.0
PROP-11058,2453.0,3,2.5,1972,52,Suburban North,2.0,3048.0,1.1,527600.0
PROP-11059,1859.0,3,2.0,1996,28,West Hills,2.0,11257.0,16.6,426400.0
PROP-11060,2602.0,3,2.5,1981,43,Suburban North,1.0,9441.0,5.9,500400.0
PROP-11061,600.0,4,1.0,1971,53,Downtown,1.0,6290.0,22.4,231700.0
PROP-11062,2847.0,3,3.0,1961,63,Suburban North,1.0,10593.0,21.6,543600.0
PROP-11063,969.0,3,3.5,2022,2,Lakeside,2.0,6864.0,2.8,456300.0
PROP-11064,1864.0,4,2.5,1996,28,West Hills,2.0,6355.0,3.6,513800.0
PROP-11065,1372.0,5,3.5,1966,58,Suburban North,2.0,8688.0,12.9,403000.0
PROP-11066,1258.0,4,1.5,1985,39,Metro East,1.0,4842.0,15.6,285800.0
PROP-11067,2855.0,3,2.0,1985,39,Metro East,1.0,10054.0,7.6,533200.0
PROP-11068,1796.0,4,2.5,1983,41,Downtown,1.0,4860.0,18.2,461400.0
PROP-11069,2325.0,3,2.0,1971,53,Downtown,0.0,4875.0,15.3,507000.0
PROP-11070,2070.0,3,2.0,1975,49,West Hills,1.0,5226.0,8.8,474300.0
PROP-11071,2410.0,2,2.0,1982,42,Lakeside,2.0,9399.0,1.6,562900.0
PROP-11072,2150.0,3,1.5,1999,25,Metro East,2.0,5958.0,19.0,449700.0
PROP-11073,1266.0,2,2.0,2021,3,Lakeside,2.0,4130.0,6.2,434100.0
PROP-11074,2748.0,3,1.5,2019,5,West Hills,2.0,5986.0,21.0,559800.0
PROP-11075,1779.0,4,2.5,1968,56,Suburban North,0.0,7420.0,11.1,386400.0
PROP-11076,1088.0,2,1.5,1991,33,Downtown,2.0,4548.0,14.8,349500.0
PROP-11077,1822.0,2,1.0,1974,50,Downtown,0.0,4621.0,22.0,376400.0
PROP-11078,3075.0,2,2.0,1996,28,Suburban North,3.0,12778.0,21.7,633600.0
PROP-11079,2653.0,5,2.0,1972,52,West Hills,2.0,5349.0,9.9,597000.0
PROP-11080,1873.0,3,3.0,1964,60,West Hills,1.0,6692.0,6.0,447600.0
PROP-11081,1873.0,3,2.0,1970,54,West Hills,3.0,6582.0,19.6,447400.0
PROP-11082,1891.0,4,2.0,1969,55,Suburban North,0.0,6447.0,11.4,407800.0
PROP-11083,3450.0,4,3.0,2011,13,West Hills,2.0,9053.0,5.6,733500.0
PROP-11084,2348.0,3,2.0,1972,52,Downtown,2.0,9870.0,22.7,504700.0
PROP-11085,2380.0,3,1.0,2000,24,Suburban North,1.0,6735.0,5.8,505300.0
PROP-11086,2770.0,4,2.0,2012,12,Lakeside,1.0,4409.0,1.6,672500.0
PROP-11087,2255.0,3,3.0,2005,19,West Hills,2.0,10686.0,1.5,577100.0
PROP-11088,1932.0,2,2.0,2009,15,Metro East,2.0,7262.0,15.9,443800.0
PROP-11089,1972.0,4,2.0,1974,50,Suburban North,0.0,11826.0,16.9,408500.0
PROP-11090,2053.0,3,1.5,2001,23,Suburban North,3.0,2000.0,8.5,504500.0
PROP-11091,2076.0,3,1.5,2015,9,Suburban North,1.0,7989.0,8.7,447400.0
PROP-11092,2573.0,3,2.0,2022,2,Suburban North,1.0,12297.0,9.1,535400.0
PROP-11093,2134.0,1,2.0,1966,58,Lakeside,1.0,6617.0,17.3,440400.0
PROP-11094,2576.0,2,1.0,1999,25,West Hills,0.0,6936.0,2.4,516200.0
PROP-11095,2048.0,4,3.5,1987,37,Lakeside,1.0,8239.0,23.3,519800.0
PROP-11096,2151.0,1,2.5,1991,33,Downtown,3.0,6103.0,6.3,538400.0
PROP-11097,801.0,3,2.0,1994,30,Lakeside,1.0,6720.0,25.0,312600.0
PROP-11098,2696.0,3,3.0,2022,2,Downtown,1.0,6655.0,5.1,613500.0
PROP-11099,2325.0,2,1.0,1974,50,Lakeside,1.0,5931.0,19.5,487600.0
PROP-11100,2749.0,5,2.0,2007,17,Suburban North,2.0,10572.0,6.4,605500.0
PROP-11101,600.0,2,2.5,1995,29,Suburban North,2.0,8653.0,2.9,236300.0
PROP-11102,3457.0,3,3.0,1980,44,Suburban North,1.0,8127.0,22.0,626700.0
PROP-11103,2009.0,3,2.5,1965,59,Metro East,0.0,9521.0,21.6,369100.0
PROP-11104,2820.0,2,2.0,1960,64,Downtown,1.0,6839.0,10.7,598100.0
PROP-11105,1424.0,1,3.5,1963,61,Suburban North,0.0,5564.0,17.9,315200.0
PROP-11106,2498.0,4,1.5,1970,54,Lakeside,1.0,5993.0,14.4,572300.0
PROP-11107,1415.0,5,3.0,2003,21,Suburban North,1.0,7504.0,21.5,361400.0
PROP-11108,1695.0,2,4.0,1985,39,Downtown,1.0,4852.0,8.6,484300.0
PROP-11109,3344.0,3,1.5,2020,4,Suburban North,2.0,6249.0,13.6,678200.0
PROP-11110,1976.0,4,2.5,1996,28,Suburban North,1.0,6210.0,12.6,422100.0
PROP-11111,2241.0,4,1.0,1982,42,Metro East,3.0,12811.0,9.5,471200.0
PROP-11112,2666.0,3,2.0,1988,36,Lakeside,3.0,2000.0,22.4,612700.0
PROP-11113,2422.0,3,2.0,1980,44,Suburban North,2.0,7051.0,5.0,532200.0
PROP-11114,2198.0,3,2.0,2007,17,Metro East,1.0,11814.0,4.6,464800.0
PROP-11115,2337.0,4,3.5,2004,20,Suburban North,1.0,7805.0,14.8,526100.0
PROP-11116,3662.0,4,2.5,2004,20,Downtown,1.0,9384.0,16.8,738300.0
PROP-11117,2063.0,2,2.0,2008,16,Suburban North,2.0,7750.0,5.7,475800.0
PROP-11118,2231.0,3,3.0,1986,38,Suburban North,2.0,5832.0,10.4,525100.0
PROP-11119,2783.0,5,3.5,1998,26,Downtown,2.0,2000.0,23.7,628000.0
PROP-11120,2819.0,4,1.0,1999,25,Metro East,3.0,8014.0,6.9,595700.0
PROP-11121,2872.0,6,4.0,1972,52,Lakeside,1.0,5561.0,17.0,666600.0
PROP-11122,2515.0,4,1.0,1982,42,Suburban North,2.0,5499.0,18.8,487900.0
PROP-11123,1357.0,3,3.0,2018,6,West Hills,0.0,6253.0,11.8,405400.0
PROP-11124,3162.0,3,2.0,1975,49,West Hills,1.0,11862.0,23.5,623700.0
PROP-11125,1355.0,3,1.5,1989,35,Metro East,1.0,13512.0,18.7,326100.0
PROP-11126,2297.0,2,2.0,2020,4,Lakeside,1.0,8043.0,12.0,530800.0
PROP-11127,1610.0,3,2.5,2022,2,Suburban North,2.0,6338.0,14.7,412400.0
PROP-11128,2058.0,4,2.0,1963,61,Lakeside,1.0,4557.0,17.6,508400.0
PROP-11129,2314.0,2,1.0,1999,25,West Hills,2.0,8671.0,15.2,496100.0
PROP-11130,2309.0,4,2.0,1975,49,West Hills,2.0,11957.0,22.1,494200.0
PROP-11131,2374.0,3,3.0,1990,34,Downtown,2.0,6882.0,9.6,582900.0
PROP-11132,3149.0,5,2.0,2012,12,Downtown,1.0,2000.0,8.2,677100.0
PROP-11133,2395.0,1,1.5,2001,23,Suburban North,2.0,9175.0,6.1,529200.0
PROP-11134,1941.0,3,2.0,1984,40,Suburban North,2.0,9963.0,1.9,490300.0
PROP-11135,2727.0,3,1.0,2003,21,Downtown,1.0,3535.0,2.0,603800.0
PROP-11136,2873.0,3,3.0,1971,53,West Hills,0.0,7941.0,21.9,588200.0
PROP-11137,1302.0,4,3.0,1985,39,Downtown,2.0,8628.0,17.3,417800.0
PROP-11138,2488.0,4,2.0,1996,28,West Hills,2.0,7317.0,16.9,570700.0
PROP-11139,2556.0,2,2.0,2023,1,Suburban North,2.0,5523.0,15.8,560800.0
PROP-11140,1907.0,3,2.5,2007,17,Metro East,2.0,10040.0,21.4,430900.0
PROP-11141,2994.0,3,2.0,1992,32,Suburban North,2.0,6492.0,12.5,592500.0
PROP-11142,2002.0,3,3.0,1987,37,Downtown,1.0,3787.0,21.9,447200.0
PROP-11143,2182.0,5,2.5,1968,56,West Hills,0.0,2376.0,9.6,491600.0
PROP-11144,1988.0,4,2.5,1971,53,Lakeside,1.0,10652.0,23.2,509700.0
PROP-11145,2110.0,3,2.0,1964,60,Metro East,2.0,9042.0,17.8,441300.0
PROP-11146,1387.0,4,2.0,2013,11,Suburban North,2.0,7720.0,7.2,410300.0
PROP-11147,1164.0,3,3.5,2011,13,Suburban North,1.0,6399.0,14.5,342700.0
PROP-11148,3136.0,5,2.0,2013,11,Metro East,2.0,6178.0,13.8,598100.0
PROP-11149,1549.0,3,2.5,1987,37,Downtown,1.0,4811.0,4.3,427200.0
PROP-11150,1456.0,4,1.5,2015,9,West Hills,1.0,6421.0,15.2,392100.0
PROP-11151,700.0,4,2.5,1994,30,Suburban North,1.0,2200.0,8.6,268500.0
PROP-11152,1685.0,3,2.0,1964,60,Downtown,1.0,5660.0,2.3,447600.0
PROP-11153,1240.0,4,1.5,1993,31,Suburban North,1.0,6723.0,23.8,347600.0
PROP-11154,3167.0,2,1.0,2005,19,Suburban North,0.0,9025.0,16.4,568400.0
PROP-11155,2756.0,3,2.5,1993,31,West Hills,1.0,7400.0,22.0,562300.0
PROP-11156,1653.0,3,2.5,1972,52,Metro East,0.0,9487.0,17.2,339100.0
PROP-11157,3564.0,5,2.0,1998,26,Suburban North,2.0,10873.0,9.6,721400.0
PROP-11158,2738.0,4,1.5,2001,23,Lakeside,1.0,10145.0,13.3,607400.0
PROP-11159,1889.0,4,2.5,2004,20,Downtown,3.0,8676.0,17.2,522500.0
PROP-11160,600.0,4,1.0,2007,17,Suburban North,1.0,7530.0,24.0,227900.0
PROP-11161,3589.0,3,2.0,2017,7,Downtown,1.0,5048.0,7.1,741400.0
PROP-11162,1197.0,5,1.5,1973,51,Metro East,1.0,9350.0,22.0,299800.0
PROP-11163,1030.0,3,1.5,1970,54,Lakeside,0.0,11699.0,23.2,318800.0
PROP-11164,2765.0,3,1.5,2001,23,West Hills,2.0,8355.0,17.1,547800.0
PROP-11165,3686.0,2,2.0,1997,27,Lakeside,0.0,12293.0,23.4,722000.0
PROP-11166,3000.0,4,1.0,1963,61,West Hills,3.0,3686.0,10.5,601800.0
PROP-11167,2467.0,4,2.0,2012,12,Metro East,2.0,4615.0,23.9,483700.0
PROP-11168,2487.0,3,2.0,1992,32,West Hills,2.0,9638.0,17.9,522800.0
PROP-11169,2655.0,1,2.0,1966,58,Metro East,2.0,8161.0,2.0,514800.0
PROP-11170,2593.0,4,2.0,2015,9,Suburban North,2.0,10784.0,22.8,549000.0
PROP-11171,2283.0,1,3.0,2000,24,Downtown,1.0,7461.0,12.6,492900.0
PROP-11172,2168.0,4,1.5,1967,57,Suburban North,2.0,5330.0,12.0,472700.0
PROP-11173,2059.0,5,2.0,1996,28,Downtown,0.0,6966.0,14.6,475000.0
PROP-11174,1610.0,3,1.0,2023,1,West Hills,0.0,3668.0,4.6,406900.0
PROP-11175,1918.0,2,1.0,2010,14,Suburban North,2.0,4679.0,12.3,424800.0
PROP-11176,1000.0,4,2.0,1969,55,West Hills,2.0,9931.0,20.9,335500.0
PROP-11177,2036.0,4,2.0,2002,22,Downtown,2.0,9682.0,1.4,578100.0
PROP-11178,1457.0,3,3.0,2016,8,Downtown,1.0,8408.0,7.6,424400.0
PROP-11179,1383.0,5,2.0,1974,50,Suburban North,2.0,3197.0,1.1,392400.0
PROP-11180,2217.0,2,3.5,1997,27,Metro East,1.0,6604.0,11.0,465100.0
PROP-11181,3005.0,3,1.0,1974,50,Suburban North,1.0,4438.0,18.5,548600.0
PROP-11182,2697.0,4,1.0,1964,60,Suburban North,1.0,10441.0,20.2,510100.0
PROP-11183,1079.0,4,1.0,1988,36,West Hills,1.0,6041.0,23.7,294300.0
PROP-11184,1457.0,2,1.5,1978,46,West Hills,1.0,4786.0,15.6,338100.0
PROP-11185,2712.0,4,2.0,2013,11,Suburban North,2.0,7574.0,7.1,573300.0
PROP-11186,1461.0,3,2.5,2010,14,Suburban North,2.0,5900.0,23.2,393300.0
PROP-11187,1954.0,3,1.0,1969,55,Downtown,1.0,11209.0,19.6,444500.0
PROP-11188,2458.0,2,3.5,1971,53,Metro East,2.0,5663.0,14.8,511600.0
PROP-11189,1471.0,4,3.0,2013,11,Downtown,2.0,4002.0,17.7,447500.0
PROP-11190,2168.0,2,2.0,1963,61,Suburban North,2.0,2118.0,23.2,409700.0
PROP-11191,1233.0,3,1.0,1990,34,Downtown,2.0,7423.0,18.1,339100.0
PROP-11192,1709.0,3,1.5,1977,47,Downtown,1.0,6095.0,9.8,432900.0
PROP-11193,2308.0,4,1.5,1975,49,Lakeside,2.0,3928.0,18.1,523200.0
PROP-11194,1065.0,3,1.5,1999,25,Downtown,2.0,10473.0,2.0,414900.0
PROP-11195,2386.0,4,2.0,1995,29,Downtown,1.0,9168.0,10.3,537000.0
PROP-11196,2087.0,3,1.5,1984,40,Suburban North,1.0,7429.0,10.8,445500.0
PROP-11197,2459.0,3,2.0,1982,42,Downtown,2.0,10911.0,5.0,605100.0
PROP-11198,2246.0,3,4.0,1971,53,Downtown,0.0,9156.0,1.6,559600.0
